e1,rel,n
/m/01f5q5,/people/person/religion,0
/m/01f5q5,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01f62,/common/topic/webpage./common/webpage/category,1
/m/01f69m,/film/film/featured_film_locations,1
/m/01f69m,/film/film/language,1
/m/01f6ss,/education/educational_institution/colors,1
/m/01f6ss,/education/educational_institution/school_type,1
/m/01f6ss,/organization/organization/headquarters./location/mailing_address/citytown,0
/m/01f6x7,/film/film/genre,1
/m/01f6x7,/film/film/language,0
/m/01f6zc,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01f6zc,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01f6zc,/film/actor/film./film/performance/film,0
/m/01f6zc,/people/person/religion,1
/m/01f6zc,/people/person/spouse_s./people/marriage/location_of_ceremony,1
/m/01f7d,/award/award_category/disciplines_or_subjects,0
/m/01f7d,/award/award_category/winners./award/award_honor/award_winner,0
/m/01f7dd,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01f7dd,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01f7dd,/film/actor/dubbing_performances./film/dubbing_performance/language,1
/m/01f7dd,/film/actor/film./film/performance/film,0
/m/01f7dd,/people/person/profession,0
/m/01f7gh,/film/film/genre,1
/m/01f7gh,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/01f7gh,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01f7gh,/film/film/written_by,1
/m/01f7j9,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01f7j9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01f7j9,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,1
/m/01f7j9,/people/person/place_of_birth,0
/m/01f7j9,/people/person/profession,0
/m/01f7j9,/people/person/religion,0
/m/01f7j9,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01f7jt,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,0
/m/01f7jt,/film/film/executive_produced_by,1
/m/01f7jt,/film/film/genre,0
/m/01f7jt,/film/film/music,1
/m/01f7jt,/film/film/production_companies,1
/m/01f7jt,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01f7kl,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,0
/m/01f7kl,/film/film/genre,0
/m/01f7v_,/people/person/place_of_birth,1
/m/01f7v_,/people/person/profession,1
/m/01f85k,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01f85k,/film/film/language,1
/m/01f85k,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/01f873,/film/actor/film./film/performance/film,1
/m/01f873,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01f8f7,/film/film/genre,1
/m/01f8f7,/film/film/language,0
/m/01f8gz,/film/film/cinematography,1
/m/01f8gz,/film/film/genre,1
/m/01f8gz,/film/film/language,0
/m/01f8gz,/film/film/prequel,1
/m/01f8gz,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01f8gz,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/01f8hf,/film/film/genre,1
/m/01f8ld,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01f8ld,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,1
/m/01f8ld,/people/person/profession,0
/m/01f99l,/organization/organization/headquarters./location/mailing_address/state_province_region,1
/m/01f9mq,/film/actor/film./film/performance/film,0
/m/01f9mq,/people/person/places_lived./people/place_lived/location,0
/m/01f9mq,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01f9wm,/business/business_operation/industry,0
/m/01f9y_,/music/genre/artists,1
/m/01f9y_,/music/genre/parent_genre,1
/m/01f9zw,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01f9zw,/people/person/gender,1
/m/01f_3w,/music/record_label/artist,0
/m/01f_mw,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0
/m/01fbr2,/music/genre/artists,0
/m/01fbr2,/music/genre/parent_genre,1
/m/01fc7p,/base/culturalevent/event/entity_involved,0
/m/01fc7p,/film/film_subject/films,0
/m/01fc7p,/military/military_conflict/combatants./military/military_combatant_group/combatants,0
/m/01fchy,/music/artist/origin,0
/m/01fcmh,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/01fdc0,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01fdc0,/film/actor/film./film/performance/film,0
/m/01fdc0,/people/person/nationality,1
/m/01fdc0,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01ffx4,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01ffx4,/film/film/featured_film_locations,1
/m/01ffx4,/film/film/language,0
/m/01ffx4,/film/film/production_companies,1
/m/01ffx4,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/01fh0q,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01fh36,/music/genre/artists,0
/m/01fh9,/film/actor/dubbing_performances./film/dubbing_performance/language,1
/m/01fh9,/film/actor/film./film/performance/film,0
/m/01fh9,/people/person/place_of_birth,0
/m/01fh9,/people/person/profession,0
/m/01fjfv,/broadcast/content/artist,0
/m/01fjz9,/soccer/football_team/current_roster./soccer/football_roster_position/position,0
/m/01fjz9,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/01fjz9,/sports/sports_team/colors,0
/m/01fjz9,/sports/sports_team/sport,1
/m/01fkr_,/organization/organization/headquarters./location/mailing_address/country,1
/m/01fkv0,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01fkv0,/film/actor/film./film/performance/film,0
/m/01fkxr,/people/person/nationality,1
/m/01fkxr,/people/person/profession,1
/m/01fl3,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01flv_,/award/award_winning_work/awards_won./award/award_honor/award,1
/m/01flv_,/film/film/edited_by,1
/m/01flv_,/film/film/featured_film_locations,1
/m/01flzb,/music/genre/artists,1
/m/01flzb,/music/genre/parent_genre,1
/m/01flzq,/music/genre/artists,0
/m/01fm07,/music/genre/artists,0
/m/01fmys,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,0
/m/01fmys,/film/film/featured_film_locations,0
/m/01fmys,/film/film/genre,1
/m/01fmys,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/01fmz6,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01fmz6,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/01fpvz,/education/educational_institution/students_graduates./education/education/major_field_of_study,0
/m/01fpvz,/education/educational_institution/students_graduates./education/education/student,0
/m/01fpvz,/education/educational_institution_campus/educational_institution,0
/m/01fpvz,/organization/organization/headquarters./location/mailing_address/citytown,0
/m/01fpvz,/organization/organization/headquarters./location/mailing_address/state_province_region,0
/m/01frpd,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,1
/m/01frpd,/organization/organization/headquarters./location/mailing_address/state_province_region,1
/m/01fs_4,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01fs_4,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01fs_4,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1
/m/01fs_4,/people/person/employment_history./business/employment_tenure/company,1
/m/01fs__,/tv/tv_program/genre,0
/m/01fscv,/location/location/time_zones,1
/m/01fsv9,/education/educational_institution/students_graduates./education/education/student,1
/m/01fsyp,/common/topic/webpage./common/webpage/category,1
/m/01fsyp,/tv/tv_network/programs./tv/tv_network_duration/program,1
/m/01fsz,/music/genre/artists,1
/m/01fszq,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01fszq,/tv/tv_program/country_of_origin,1
/m/01fszq,/tv/tv_program/genre,0
/m/01fszq,/tv/tv_program/languages,1
/m/01fszq,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,1
/m/01ft14,/tv/tv_program/genre,0
/m/01ft2l,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01ft2l,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/01ft2l,/film/actor/film./film/performance/film,0
/m/01ft2l,/people/person/nationality,1
/m/01ft2l,/people/person/profession,1
/m/01ft2l,/people/person/spouse_s./people/marriage/spouse,0
/m/01fv4z,/common/topic/webpage./common/webpage/category,1
/m/01fvhp,/location/country/capital,0
/m/01fvhp,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,0
/m/01fwf1,/film/actor/film./film/performance/film,1
/m/01fwf1,/people/person/gender,1
/m/01fwj8,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01fwj8,/film/actor/dubbing_performances./film/dubbing_performance/language,1
/m/01fwj8,/film/actor/film./film/performance/film,0
/m/01fwj8,/people/person/places_lived./people/place_lived/location,1
/m/01fwj8,/people/person/profession,0
/m/01fwk3,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01fwk3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01fwk3,/people/person/languages,1
/m/01fwk3,/people/person/profession,1
/m/01fwpt,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01fwpt,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01fwpt,/film/actor/film./film/performance/film,0
/m/01fwpt,/people/person/profession,0
/m/01fwpt,/people/person/religion,0
/m/01fwqn,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/01fwzk,/film/film/genre,1
/m/01fx1l,/tv/tv_program/country_of_origin,1
/m/01fx1l,/tv/tv_program/languages,1
/m/01fx1l,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0
/m/01fx2g,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01fx2g,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01fx2g,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,0
/m/01fx2g,/film/actor/film./film/performance/film,1
/m/01fx2g,/people/person/religion,1
/m/01fx4k,/award/award_winning_work/awards_won./award/award_honor/award,1
/m/01fx4k,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/01fx4k,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01fx5l,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01fx5l,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1
/m/01fx5l,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01fx5l,/film/actor/film./film/performance/film,0
/m/01fx6y,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/01fx6y,/film/film/genre,1
/m/01fx6y,/film/film/music,1
/m/01fx6y,/film/film/written_by,1
/m/01fxck,/common/topic/webpage./common/webpage/category,1
/m/01fxck,/people/person/nationality,1
/m/01fxfk,/people/person/gender,1
/m/01fxfk,/people/person/profession,1
/m/01fyzy,/film/actor/film./film/performance/film,1
/m/01fyzy,/people/person/employment_history./business/employment_tenure/company,1
/m/01fyzy,/people/person/profession,1
/m/01fyzy,/people/person/religion,0
/m/01fyzy,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01g0jn,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0
/m/01g0jn,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/01g0jn,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0
/m/01g0jn,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,0
/m/01g0jn,/people/person/nationality,1
/m/01g0jn,/people/person/places_lived./people/place_lived/location,0
/m/01g0jn,/people/person/religion,0
/m/01g1lp,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01g1lp,/film/actor/film./film/performance/film,0
/m/01g1lp,/film/director/film,0
/m/01g1lp,/people/person/profession,1
/m/01g23m,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01g23m,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1
/m/01g23m,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,0
/m/01g23m,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/01g23m,/people/person/gender,1
/m/01g23m,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01g257,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01g257,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01g257,/film/actor/film./film/performance/film,0
/m/01g257,/people/person/gender,1
/m/01g2q,/medicine/disease/notable_people_with_this_condition,0
/m/01g3gq,/film/film/country,1
/m/01g3gq,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,0
/m/01g3gq,/film/film/genre,1
/m/01g42,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01g42,/film/actor/film./film/performance/film,0
/m/01g42,/people/deceased_person/place_of_burial,0
/m/01g42,/people/person/places_lived./people/place_lived/location,1
/m/01g42,/people/person/spouse_s./people/marriage/location_of_ceremony,1
/m/01g42,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01g4bk,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01g4bk,/people/person/gender,1
/m/01g4bk,/people/person/nationality,1
/m/01g4bk,/people/person/places_lived./people/place_lived/location,0
/m/01g4bk,/people/person/profession,1
/m/01g4yw,/education/educational_institution/colors,0
/m/01g4yw,/education/educational_institution/school_type,1
/m/01g4zr,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01g4zr,/people/deceased_person/place_of_death,0
/m/01g4zr,/people/person/gender,0
/m/01g4zr,/people/person/nationality,0
/m/01g4zr,/people/person/place_of_birth,0
/m/01g4zr,/people/person/profession,0
/m/01g4zr,/people/person/religion,0
/m/01g4zr,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01g5kv,/people/person/gender,1
/m/01g5kv,/people/person/profession,1
/m/01g6bk,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01g6bk,/influence/influence_node/influenced_by,1
/m/01g6bk,/people/person/profession,1
/m/01g6l8,/education/educational_institution/school_type,1
/m/01g7_r,/education/educational_institution/students_graduates./education/education/major_field_of_study,1
/m/01g7_r,/education/educational_institution/students_graduates./education/education/student,0
/m/01g7zj,/people/ethnicity/people,1
/m/01g969,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01g969,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01g969,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01g969,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/01g969,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,0
/m/01g969,/film/actor/film./film/performance/film,0
/m/01g969,/people/person/gender,0
/m/01g969,/people/person/nationality,0
/m/01g969,/people/person/place_of_birth,0
/m/01g969,/people/person/places_lived./people/place_lived/location,0
/m/01g969,/people/person/profession,0
/m/01g969,/people/person/spouse_s./people/marriage/spouse,0
/m/01g969,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01g_bs,/music/genre/artists,0
/m/01g_bs,/music/genre/parent_genre,0
/m/01g_k3,/common/topic/webpage./common/webpage/category,0
/m/01g_k3,/location/location/time_zones,0
/m/01g_k3,/sports/sports_team_location/teams,0
/m/01gb54,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01gb54,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gb54,/business/business_operation/industry,1
/m/01gb54,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0
/m/01gb54,/music/record_label/artist,1
/m/01gb54,/organization/organization/child./organization/organization_relationship/child,0
/m/01gbb4,/film/actor/film./film/performance/film,0
/m/01gbb4,/people/person/profession,1
/m/01gbb4,/people/person/religion,1
/m/01gbbz,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01gbbz,/film/actor/film./film/performance/film,1
/m/01gbbz,/people/person/profession,0
/m/01gbbz,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,1
/m/01gbcf,/music/genre/artists,0
/m/01gbcf,/music/genre/parent_genre,0
/m/01gbn6,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01gbn6,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gbn6,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,0
/m/01gbn6,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/01gbn6,/film/actor/film./film/performance/film,0
/m/01gbn6,/people/person/places_lived./people/place_lived/location,0
/m/01gbn6,/people/person/religion,0
/m/01gbzb,/base/biblioness/bibs_location/country,0
/m/01gbzb,/base/biblioness/bibs_location/state,0
/m/01gbzb,/common/topic/webpage./common/webpage/category,0
/m/01gbzb,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,0
/m/01gc7,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01gc7,/film/film/genre,1
/m/01gc7,/film/film/language,1
/m/01gc7,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/01gc7h,/people/person/nationality,1
/m/01gc7h,/people/person/profession,0
/m/01gc7h,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01gct2,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,1
/m/01gct2,/people/person/nationality,1
/m/01gf5,/base/aareas/schema/administrative_area/administrative_parent,0
/m/01gf5,/base/biblioness/bibs_location/country,0
/m/01gf5,/location/administrative_division/country,0
/m/01gf5h,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01gf5h,/music/artist/track_contributions./music/track_contribution/role,1
/m/01gf5h,/people/person/gender,1
/m/01gf5h,/people/person/profession,1
/m/01gfhk,/base/aareas/schema/administrative_area/administrative_parent,0
/m/01gfhk,/common/topic/webpage./common/webpage/category,0
/m/01gfhk,/location/administrative_division/country,0
/m/01gfhk,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0
/m/01gfhk,/location/location/time_zones,0
/m/01gfq4,/music/record_label/artist,1
/m/01gg59,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01gg59,/music/artist/track_contributions./music/track_contribution/role,0
/m/01gg59,/people/person/religion,0
/m/01ggbx,/people/person/profession,1
/m/01ggbx,/people/person/religion,1
/m/01ggbx,/people/person/spouse_s./people/marriage/spouse,1
/m/01ggc9,/film/actor/film./film/performance/film,1
/m/01ggc9,/people/person/languages,1
/m/01ggc9,/people/person/profession,1
/m/01gglm,/film/film/executive_produced_by,0
/m/01gglm,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/01gj8_,/people/person/profession,1
/m/01gjd0,/military/military_conflict/combatants./military/military_combatant_group/combatants,0
/m/01gjlw,/soccer/football_team/current_roster./soccer/football_roster_position/position,0
/m/01gjlw,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/01gjw,/music/genre/artists,1
/m/01gjw,/music/genre/parent_genre,1
/m/01gk3x,/common/topic/webpage./common/webpage/category,0
/m/01gkcc,/medicine/disease/risk_factors,1
/m/01gkg3,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/01gkg3,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,0
/m/01gkg3,/education/educational_degree/people_with_this_degree./education/education/student,1
/m/01gkgk,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,0
/m/01gkmx,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gkmx,/film/actor/film./film/performance/film,0
/m/01gkmx,/film/actor/film./film/performance/special_performance_type,1
/m/01gkmx,/people/person/profession,1
/m/01gkmx,/people/person/religion,0
/m/01gkp1,/film/film/genre,1
/m/01gkp1,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/01gn36,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01gn36,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gn36,/film/actor/dubbing_performances./film/dubbing_performance/language,0
/m/01gn36,/film/actor/film./film/performance/film,0
/m/01gn36,/people/person/gender,0
/m/01gn36,/people/person/nationality,0
/m/01gn36,/people/person/places_lived./people/place_lived/location,0
/m/01gn36,/people/person/profession,0
/m/01gn36,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01gp_x,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01gp_x,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01gp_x,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gp_x,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/01gp_x,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,0
/m/01gp_x,/influence/influence_node/influenced_by,0
/m/01gp_x,/people/person/gender,0
/m/01gp_x,/people/person/nationality,0
/m/01gp_x,/people/person/profession,0
/m/01gp_x,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01gp_x,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,0
/m/01gp_x,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,0
/m/01gp_x,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,0
/m/01gq0b,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01gq0b,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01gq0b,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gq0b,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1
/m/01gq0b,/film/actor/dubbing_performances./film/dubbing_performance/language,1
/m/01gq0b,/film/actor/film./film/performance/film,0
/m/01gq0b,/people/person/place_of_birth,1
/m/01gq0b,/people/person/places_lived./people/place_lived/location,1
/m/01gq0b,/people/person/spouse_s./people/marriage/location_of_ceremony,1
/m/01gqfm,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,0
/m/01gqfm,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0
/m/01gqg3,/base/culturalevent/event/entity_involved,0
/m/01gqg3,/military/military_conflict/combatants./military/military_combatant_group/combatants,0
/m/01gqg3,/time/event/locations,0
/m/01gqg3,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,0
/m/01gr00,/location/location/time_zones,1
/m/01grmk,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grnp,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grnp,/government/legislative_session/members./government/government_position_held/legislative_sessions,1
/m/01grp0,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grpc,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grpc,/government/legislative_session/members./government/government_position_held/legislative_sessions,1
/m/01grpq,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grpq,/government/legislative_session/members./government/government_position_held/legislative_sessions,1
/m/01grq1,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grqd,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grr2,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01grrf,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gsrl,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gsrl,/government/legislative_session/members./government/government_position_held/legislative_sessions,1
/m/01gsry,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gssm,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gssz,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gst9,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gst_,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gstn,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gsvb,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gsvb,/government/legislative_session/members./government/government_position_held/legislative_sessions,1
/m/01gsvp,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gt99,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gtbb,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gtc0,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gtcc,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gtcq,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gtdd,/government/legislative_session/members./government/government_position_held/district_represented,0
/m/01gv_f,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01gv_f,/film/actor/film./film/performance/film,0
/m/01gv_f,/people/person/profession,1
/m/01gvpz,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/01gvpz,/film/film/country,1
/m/01gvpz,/film/film/featured_film_locations,1
/m/01gvpz,/film/film/genre,1
/m/01gvr1,/people/person/nationality,1
/m/01gvr1,/people/person/places_lived./people/place_lived/location,1
/m/01gvr1,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01gvsn,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01gvsn,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/01gvsn,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01gvsn,/film/film/written_by,0
/m/01gvts,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/01gvts,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/01gvts,/film/film/country,0
/m/01gvts,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,0
/m/01gvts,/film/film/featured_film_locations,0
/m/01gvts,/film/film/genre,0
/m/01gvts,/film/film/language,0
/m/01gvts,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,0
/m/01gvxh,/government/legislative_session/members./government/government_position_held/district_represented,1
/m/01gvxh,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/01gvxv,/film/actor/film./film/performance/film,0
/m/01gvxv,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,1
/m/01gvxv,/people/person/languages,1
/m/01gvxv,/people/person/places_lived./people/place_lived/location,0
/m/01gvyp,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01gvyp,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01gvyp,/people/person/nationality,1
/m/01gw4f,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01gw4f,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/01gw4f,/film/actor/film./film/performance/film,0
/m/01gw4f,/people/person/gender,1
/m/01gw4f,/people/person/nationality,1
/m/01gw8b,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01gw8b,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1
/m/01gw8b,/film/actor/film./film/performance/film,1
/m/01gw8b,/people/person/spouse_s./people/marriage/type_of_union,1
/m/01gwck,/education/educational_institution/school_type,1
/m/01gwck,/education/educational_institution/students_graduates./education/education/major_field_of_study,0
/m/01gwk3,/film/film/genre,0
/m/01gwk3,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/01gwk3,/film/film/production_companies,1
/m/01gx5f,/music/artist/contribution./music/recording_contribution/performance_role,0
/m/01gx5f,/music/artist/track_contributions./music/track_contribution/role,0
/m/01gx5f,/music/group_member/membership./music/group_membership/group,0
/m/01gx5f,/music/group_member/membership./music/group_membership/role,0
/m/01gx5f,/people/person/gender,0
/m/01gx5f,/people/person/nationality,0
/m/01gx5f,/people/person/place_of_birth,0
/m/01gx5f,/people/person/profession,0
/m/01gx5f,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01gxqf,/soccer/football_team/current_roster./soccer/football_roster_position/position,0
/m/01gy7r,/film/actor/film./film/performance/film,0
/m/01gy7r,/people/person/employment_history./business/employment_tenure/company,0
/m/01gy7r,/people/person/gender,0
/m/01gy7r,/people/person/languages,0
/m/01gy7r,/people/person/nationality,0
/m/01gy7r,/people/person/places_lived./people/place_lived/location,0
/m/01gy7r,/people/person/profession,0
/m/01gy7r,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01gz9n,/people/person/places_lived./people/place_lived/location,1
