e2,rel,n
/m/02_286,/organization/organization/place_founded,0
/m/02_286,/people/deceased_person/place_of_death,0
/m/02_286,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1
/m/02_286,/people/person/place_of_birth,0
/m/02_286,/people/person/places_lived./people/place_lived/location,0
/m/02_286,/people/person/spouse_s./people/marriage/location_of_ceremony,0
/m/02_2v2,/tv/tv_program/program_creator,1
/m/02_33l,/education/educational_institution/students_graduates./education/education/student,0
/m/02_33l,/film/film/music,0
/m/02_33l,/music/genre/artists,0
/m/02_33l,/music/instrument/instrumentalists,0
/m/02_33l,/people/cause_of_death/people,0
/m/02_340,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02_340,/film/film/executive_produced_by,1
/m/02_340,/film/film/produced_by,1
/m/02_3zj,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/02_5h,/olympics/olympic_games/sports,0
/m/02_5h,/user/jg/default_domain/olympic_games/sports,0
/m/02_5x9,/music/genre/artists,1
/m/02_5x9,/music/performance_role/regular_performances./music/group_membership/group,0
/m/02_7t,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,0
/m/02_7t,/education/educational_institution/students_graduates./education/education/major_field_of_study,0
/m/02__34,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02__7n,/award/award_category/winners./award/award_honor/award_winner,0
/m/02__7n,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02__ww,/education/educational_institution/students_graduates./education/education/student,1
/m/02__ww,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0
/m/02__x,/sports/sports_position/players./sports/sports_team_roster/team,1
/m/02_cq0,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02_cx_,/organization/role/leaders./organization/leadership/organization,1
/m/02_fj,/award/award_category/winners./award/award_honor/award_winner,1
/m/02_fj,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1
/m/02_fj,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/02_fj,/music/genre/artists,1
/m/02_fj,/people/ethnicity/people,1
/m/02_fm2,/film/actor/film./film/performance/film,0
/m/02_fm2,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02_fm2,/film/film_subject/films,1
/m/02_fm2,/media_common/netflix_genre/titles,0
/m/02_fz3,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02_fz3,/film/director/film,0
/m/02_hj4,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0
/m/02_hj4,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/02_j1w,/soccer/football_team/current_roster./soccer/football_roster_position/position,0
/m/02_j1w,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/02_j1w,/sports/sports_position/players./sports/sports_team_roster/position,0
/m/02_jjm,/organization/role/leaders./organization/leadership/organization,1
/m/02_jkc,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02_jkc,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02_jkc,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02_kd,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02_kd,/film/actor/film./film/performance/film,0
/m/02_kd,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02_kd,/media_common/netflix_genre/titles,0
/m/02_l39,/organization/organization/child./organization/organization_relationship/child,1
/m/02_l9,/organization/organization_member/member_of./organization/organization_membership/organization,1
/m/02_l96,/education/educational_institution/students_graduates./education/education/student,0
/m/02_l96,/people/person/sibling_s./people/sibling_relationship/sibling,1
/m/02_lt,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,0
/m/02_lt,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02_n3z,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/02_n5d,/award/award_category/winners./award/award_honor/award_winner,0
/m/02_n5d,/people/ethnicity/people,1
/m/02_n7,/people/person/place_of_birth,0
/m/02_n7,/people/person/places_lived./people/place_lived/location,1
/m/02_nsc,/film/actor/film./film/performance/film,0
/m/02_p5w,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,1
/m/02_p8v,/influence/influence_node/influenced_by,1
/m/02_pft,/education/educational_institution/students_graduates./education/education/student,0
/m/02_pft,/people/cause_of_death/people,0
/m/02_pft,/people/ethnicity/people,0
/m/02_qt,/film/actor/film./film/performance/film,1
/m/02_sr1,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02_sr1,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02_sr1,/film/actor/film./film/performance/film,0
/m/02_sr1,/film/director/film,0
/m/02_sr1,/film/film/prequel,0
/m/02_sr1,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0
/m/02_sr1,/film/film_set_designer/film_sets_designed,0
/m/02_sr1,/film/special_film_performance_type/film_performance_type./film/performance/film,0
/m/02_sr1,/media_common/netflix_genre/titles,0
/m/02_ssl,/sports/sports_team/roster./basketball/basketball_roster_position/position,0
/m/02_t2t,/education/educational_institution/students_graduates./education/education/student,1
/m/02_t6d,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02_wxh,/people/ethnicity/people,1
/m/02b0_6,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0_m,/sports/sports_league/teams./sports/sports_league_participation/team,0
/m/02b0_m,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0_m,/sports/sports_team_location/teams,0
/m/02b0xq,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0y3,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0yk,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0yz,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0zd,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b0zt,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b13y,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b149,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b14q,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b15h,/soccer/football_player/current_team./sports/sports_team_roster/team,1
/m/02b15h,/sports/pro_athlete/teams./sports/sports_team_roster/team,1
/m/02b15h,/sports/sports_league/teams./sports/sports_league_participation/team,0
/m/02b15h,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b15x,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b168,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b171,/soccer/football_player/current_team./sports/sports_team_roster/team,0
/m/02b171,/sports/pro_athlete/teams./sports/sports_team_roster/team,0
/m/02b171,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b17f,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b17t,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b185,/sports/sports_league/teams./sports/sports_league_participation/team,0
/m/02b185,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b18l,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b190,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b19t,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1b5,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1cn,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1d0,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1gz,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1hb,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1hq,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1jf,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1k5,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1l_,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1mc,/soccer/football_player/current_team./sports/sports_team_roster/team,0
/m/02b1mc,/sports/pro_athlete/teams./sports/sports_team_roster/team,0
/m/02b1mc,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b1mr,/sports/pro_athlete/teams./sports/sports_team_roster/team,0
/m/02b1mr,/sports/sports_position/players./sports/sports_team_roster/team,1
/m/02b1ng,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b25y,/education/educational_institution/students_graduates./education/education/student,1
/m/02b25y,/music/genre/artists,1
/m/02b25y,/music/instrument/instrumentalists,0
/m/02b25y,/people/ethnicity/people,1
/m/02b29,/award/award_category/winners./award/award_honor/award_winner,1
/m/02b29,/award/award_winning_work/awards_won./award/award_honor/award_winner,1
/m/02b29,/people/person/spouse_s./people/marriage/spouse,1
/m/02b2np,/sports/sports_league/teams./sports/sports_league_participation/team,0
/m/02b2np,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02b5_l,/film/film/genre,0
/m/02b61v,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02b61v,/film/director/film,0
/m/02b61v,/film/film/prequel,1
/m/02b6n9,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02b6n9,/award/award_ceremony/awards_presented./award/award_honor/honored_for,0
/m/02b6n9,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02b6n9,/film/actor/film./film/performance/film,0
/m/02b7nz,/location/location/contains,1
/m/02b9g4,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,1
/m/02bb47,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02bb47,/location/location/contains,1
/m/02bb47,/organization/organization_founder/organizations_founded,1
/m/02bc74,/education/educational_institution/students_graduates./education/education/student,1
/m/02bc74,/music/genre/artists,1
/m/02bd41,/location/location/contains,0
/m/02bd_f,/location/location/contains,1
/m/02bf2s,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,0
/m/02bf2s,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,1
/m/02bf58,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02bf58,/location/location/contains,0
/m/02bfmn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02bfmn,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/02bfmn,/education/educational_institution/students_graduates./education/education/student,0
/m/02bfxb,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02bfxb,/film/film/produced_by,0
/m/02bfxb,/film/film/written_by,0
/m/02bgmr,/music/genre/artists,0
/m/02bgmr,/music/instrument/instrumentalists,1
/m/02bgmr,/music/record_label/artist,0
/m/02bh8z,/business/job_title/people_with_this_title./business/employment_tenure/company,1
/m/02bh9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02bh9,/film/film/music,0
/m/02bh9,/music/genre/artists,1
/m/02bhj4,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,1
/m/02bj6k,/award/award_winning_work/awards_won./award/award_honor/award_winner,1
/m/02bjhv,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02bjrlw,/film/film/language,0
/m/02bjrlw,/location/country/official_language,1
/m/02bjrlw,/people/ethnicity/languages_spoken,1
/m/02bjrlw,/people/person/languages,0
/m/02bjrlw,/tv/tv_program/languages,0
/m/02bkdn,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02bkdn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02bkg,/olympics/olympic_games/sports,0
/m/02bkg,/user/jg/default_domain/olympic_games/sports,0
/m/02bm1v,/business/job_title/people_with_this_title./business/employment_tenure/company,1
/m/02bm8,/film/film/featured_film_locations,1
/m/02bm8,/location/location/contains,0
/m/02bn75,/film/film/music,0
/m/02bn75,/music/genre/artists,1
/m/02bn_p,/government/governmental_body/members./government/government_position_held/legislative_sessions,1
/m/02bn_p,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02bn_p,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,0
/m/02bp37,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02bp37,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,0
/m/02bpy_,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02bq1j,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02bq1j,/location/location/contains,0
/m/02bq1j,/organization/role/leaders./organization/leadership/organization,1
/m/02bqm0,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02bqm0,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,1
/m/02bqmq,/government/governmental_body/members./government/government_position_held/legislative_sessions,1
/m/02bqmq,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02bqn1,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02bqn1,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,1
/m/02bqvs,/film/actor/film./film/performance/film,0
/m/02bqy,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02bv9,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,1
/m/02bv9,/location/country/official_language,1
/m/02bv9,/people/person/languages,1
/m/02bv9,/tv/tv_program/languages,0
/m/02bvt,/award/award_category/winners./award/award_honor/award_winner,0
/m/02bvt,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02bvt,/people/cause_of_death/people,1
/m/02bwc7,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02bwjv,/music/genre/artists,1
/m/02bwjv,/music/record_label/artist,0
/m/02bxd,/music/performance_role/track_performances./music/track_contribution/role,0
/m/02byfd,/people/ethnicity/people,0
/m/02c4s,/base/culturalevent/event/entity_involved,1
/m/02c4s,/education/educational_institution/students_graduates./education/education/student,0
/m/02c638,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02c638,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02c638,/film/actor/film./film/performance/film,1
/m/02c6d,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02c7k4,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02c7k4,/film/actor/film./film/performance/film,1
/m/02c7k4,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02c7k4,/media_common/netflix_genre/titles,0
/m/02c7lt,/education/educational_institution/students_graduates./education/education/student,0
/m/02c7lt,/medicine/disease/notable_people_with_this_condition,0
/m/02c7lt,/people/cause_of_death/people,0
/m/02c7tb,/location/location/contains,1
/m/02c98m,/location/location/contains,1
/m/02c_4,/sports/sports_position/players./sports/sports_team_roster/team,0
/m/02c_wc,/award/award_category/winners./award/award_honor/award_winner,0
/m/02c_wc,/education/educational_institution/students_graduates./education/education/student,0
/m/02cbg0,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02cbhg,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02cbhg,/award/award_ceremony/awards_presented./award/award_honor/honored_for,1
/m/02cbhg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02cbhg,/film/actor/film./film/performance/film,1
/m/02cbvn,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02cbvn,/organization/role/leaders./organization/leadership/organization,1
/m/02ccqg,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02cft,/film/film/featured_film_locations,1
/m/02cft,/organization/organization/headquarters./location/mailing_address/citytown,0
/m/02cft,/people/person/place_of_birth,1
/m/02cft,/people/person/places_lived./people/place_lived/location,1
/m/02cft,/people/person/spouse_s./people/marriage/location_of_ceremony,0
/m/02cg2v,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/02cg2v,/education/educational_institution/students_graduates./education/education/student,0
/m/02cg2v,/people/ethnicity/people,0
/m/02cg2v,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,0
/m/02cg41,/award/award_category/winners./award/award_honor/ceremony,0
/m/02cg7g,/government/legislative_session/members./government/government_position_held/legislative_sessions,0
/m/02cg7g,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,1
/m/02cgb8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02cgb8,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02cgp8,/location/location/partially_contains,0
/m/02ch1w,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02ch1w,/award/award_winning_work/awards_won./award/award_honor/award_winner,1
/m/02chhq,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02cj_f,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02ck1,/music/genre/artists,0
/m/02ck7w,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02ckl3,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02ckl3,/location/location/contains,0
/m/02ckl3,/organization/role/leaders./organization/leadership/organization,1
/m/02ckm7,/location/location/contains,0
/m/02cl1,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,1
/m/02cl1,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1
/m/02cl1,/people/person/place_of_birth,0
/m/02cl1,/time/event/locations,0
/m/02cllz,/award/award_category/winners./award/award_honor/award_winner,1
/m/02cllz,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02cllz,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1
/m/02cm61,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,1
/m/02cm61,/education/educational_institution/students_graduates./education/education/major_field_of_study,0
/m/02cpb7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02cpb7,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02cpb7,/education/educational_institution/students_graduates./education/education/student,0
/m/02cpp,/film/film/music,1
/m/02cpp,/music/genre/artists,1
/m/02cpp,/music/performance_role/regular_performances./music/group_membership/group,0
/m/02cqbx,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02cqbx,/education/educational_institution/students_graduates./education/education/student,1
/m/02cqbx,/film/film/costume_design_by,1
/m/02csf,/education/educational_institution/students_graduates./education/education/major_field_of_study,1
/m/02csf,/education/field_of_study/students_majoring./education/education/major_field_of_study,1
/m/02ct_k,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02ct_k,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02ct_k,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02ctc6,/film/actor/film./film/performance/film,0
/m/02ctc6,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02cttt,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02cttt,/organization/role/leaders./organization/leadership/organization,1
/m/02ctyy,/award/award_category/winners./award/award_honor/award_winner,0
/m/02ctyy,/film/film/personal_appearances./film/personal_film_appearance/person,0
/m/02ctyy,/people/ethnicity/people,0
/m/02ctyy,/people/person/sibling_s./people/sibling_relationship/sibling,0
/m/02ctzb,/medicine/disease/risk_factors,0
/m/02cvp8,/people/person/sibling_s./people/sibling_relationship/sibling,1
/m/02cw1m,/music/genre/artists,0
/m/02cw1m,/music/performance_role/regular_performances./music/group_membership/group,0
/m/02cw1m,/music/record_label/artist,1
/m/02cx72,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02cx72,/education/educational_institution/students_graduates./education/education/student,1
/m/02cx72,/music/genre/artists,0
/m/02cx90,/award/award_category/winners./award/award_honor/award_winner,1
/m/02cx90,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02cx90,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02cx90,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02cx90,/music/genre/artists,1
/m/02cyfz,/award/award_category/winners./award/award_honor/award_winner,0
/m/02cyfz,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02cyfz,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02cyfz,/film/film/music,0
/m/02czd5,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02czd5,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02d003,/film/actor/film./film/performance/film,0
/m/02d003,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0
/m/02d003,/media_common/netflix_genre/titles,0
/m/02d02,/sports/pro_athlete/teams./sports/sports_team_roster/team,1
/m/02d413,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02d413,/award/award_ceremony/awards_presented./award/award_honor/honored_for,1
/m/02d413,/film/actor/film./film/performance/film,1
/m/02d413,/film/director/film,1
/m/02d413,/film/film_subject/films,1
/m/02d413,/media_common/netflix_genre/titles,0
/m/02d42t,/award/award_category/winners./award/award_honor/award_winner,0
/m/02d42t,/award/award_ceremony/awards_presented./award/award_honor/award_winner,1
/m/02d44q,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02d45s,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1
/m/02d478,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02d49z,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02d4ct,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02d4ct,/education/educational_institution/students_graduates./education/education/student,1
/m/02d6c,/location/location/contains,1
/m/02d6c,/people/deceased_person/place_of_death,0
/m/02d6c,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1
/m/02d6cy,/education/educational_institution/students_graduates./education/education/student,1
/m/02d9k,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,1
/m/02d9k,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,1
/m/02d_zc,/education/educational_degree/people_with_this_degree./education/education/institution,1
/m/02dbn2,/education/educational_institution/students_graduates./education/education/student,1
/m/02dbp7,/award/award_category/winners./award/award_honor/award_winner,1
/m/02dbp7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02dbp7,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02ddq4,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/02dh86,/education/educational_institution/students_graduates./education/education/student,1
/m/02dh86,/education/field_of_study/students_majoring./education/education/student,1
/m/02dh86,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,0
/m/02dj3,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02dj3,/location/location/contains,0
/m/02dk5q,/education/educational_institution/school_type,0
/m/02dlh2,/music/artist/contribution./music/recording_contribution/performance_role,0
/m/02dlh2,/music/artist/track_contributions./music/track_contribution/role,0
/m/02dlh2,/music/performance_role/guest_performances./music/recording_contribution/performance_role,0
/m/02dlh2,/music/performance_role/regular_performances./music/group_membership/role,0
/m/02dlh2,/music/performance_role/track_performances./music/track_contribution/role,0
/m/02dpl9,/award/award_category/nominees./award/award_nomination/nominated_for,1
/m/02dpl9,/media_common/netflix_genre/titles,1
/m/02dq8f,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02dqdp,/organization/role/leaders./organization/leadership/organization,1
/m/02dr9j,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02dr9j,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/02dr9j,/film/actor/film./film/performance/film,1
/m/02dr9j,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02dr9j,/media_common/netflix_genre/titles,1
/m/02drd3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02drd3,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02drd3,/education/educational_institution/students_graduates./education/education/student,1
/m/02drd3,/people/cause_of_death/people,1
/m/02dsz,/people/person/profession,0
/m/02dtg,/film/film/featured_film_locations,0
/m/02dtg,/music/artist/origin,0
/m/02dtg,/people/deceased_person/place_of_death,1
/m/02dtg,/people/person/place_of_birth,0
/m/02dtg,/people/person/places_lived./people/place_lived/location,0
/m/02dth1,/award/award_category/winners./award/award_honor/award_winner,1
/m/02dth1,/people/ethnicity/people,1
/m/02dw1_,/music/performance_role/regular_performances./music/group_membership/group,0
/m/02dwj,/film/film_subject/films,1
/m/02dwpf,/sports/sports_team/roster./baseball/baseball_roster_position/position,1
/m/02f1c,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02f1c,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02f1c,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02f1c,/music/instrument/instrumentalists,1
/m/02f1c,/music/record_label/artist,1
/m/02f2dn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1
/m/02f4s3,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02f5qb,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f6g5,/award/award_category/nominees./award/award_nomination/nominated_for,0
/m/02f6g5,/film/actor/film./film/performance/film,1
/m/02f6g5,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,1
/m/02f6g5,/media_common/netflix_genre/titles,0
/m/02f6s3,/award/award_category/winners./award/award_honor/award_winner,0
/m/02f6s3,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02f6s3,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,0
/m/02f6xy,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f6ym,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/02f6yz,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f705,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f716,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f71y,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f72_,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f72n,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f73b,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f73p,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f75t,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f764,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f76h,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f777,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f77l,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f77y,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f79n,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/02f8lw,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1
/m/02f8lw,/people/ethnicity/people,1
/m/02f93t,/film/film/produced_by,0
/m/02f93t,/film/film/written_by,0
/m/02f9wb,/award/award_winner/awards_won./award/award_honor/award_winner,1
/m/02fb1n,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/02fb1n,/people/person/spouse_s./people/marriage/spouse,0
/m/02fb1n,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0
/m/02fbpz,/people/ethnicity/people,0
/m/02fcs2,/award/award_category/winners./award/award_honor/award_winner,1
/m/02fcs2,/film/film/written_by,0
/m/02fgdx,/education/educational_degree/people_with_this_degree./education/education/institution,0
/m/02fgdx,/education/educational_institution/campuses,0
/m/02fgdx,/education/educational_institution_campus/educational_institution,0
/m/02fgdx,/location/location/contains,0
/m/02fgdx,/organization/role/leaders./organization/leadership/organization,0
/m/02fgdx,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,0
/m/02fgm7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/02fgm7,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/02fgmn,/dataworld/gardening_hint/split_to,1
/m/02fgmn,/tv/tv_program/genre,1
/m/02fgp0,/award/award_ceremony/awards_presented./award/award_honor/award_winner,0
/m/02fgp0,/medicine/disease/notable_people_with_this_condition,1
/m/02fgpf,/award/award_category/winners./award/award_honor/award_winner,0
